titulo,empresa,ubicacion,salario,modalidad,jornada,Area,habilidades_hard,habilidades_soft
Delivery Director - Trabajo Remoto,BairesDev,"Anywhere, Guayas",,,tiempo completo,Desarrollador de Software,"excel, scrum, machine learning","trabajo en equipo, comunicación, liderazgo, adaptabilidad, atención al detalle, proactividad, gestión del tiempo, creatividad, inglés avanzado"
MECANICO DE TALLER,DP World,"Guayaquil, Guayas",,,tiempo completo,Desarrollador de Software,"c++, docker, restful apis","trabajo en equipo, liderazgo, adaptabilidad, gestión del tiempo, creatividad, inglés avanzado"
Coordinador De Capacitación,RP3 Retail Software,Guayas,,,tiempo completo,Desarrollador de Software,No especificado,aprendizaje continuo
Talent Acquisition Lead (Hunting) - Trabajo Remoto REF#284392,BairesDev,"Anywhere, Guayas",,,tiempo completo,Desarrollador de Software,machine learning,"trabajo en equipo, liderazgo, adaptabilidad, orientación a resultados, aprendizaje continuo, atención al detalle, proactividad, creatividad, inglés avanzado, mentoría"
Buscamos PASANTE DE DISEÑO GRÁFICO,MatchPriint,"Guayaquil, Guayas",,,,Desarrollador de Software,No especificado,"trabajo en equipo, aprendizaje continuo, creatividad"
Saas Administrator - Remote - Latin America,FullStack Labs,"Anywhere, Santo Domingo de los Tsáchilas",,Remoto,tiempo completo,Desarrollador de Software,"git, scrum, machine learning","trabajo en equipo, orientación a resultados, inglés avanzado"
Finance Manager - Rmote Work Latam,BairesDev,"Santo Domingo de los Tsachilas, Santo Domingo de los Tsáchilas",,Remoto,tiempo completo,Desarrollador de Software,"c++, excel, machine learning","trabajo en equipo, adaptabilidad, aprendizaje continuo, atención al detalle, proactividad, inglés avanzado, multitarea"
Desarrollador De Canal Consumo Masivo - Guayaquil,GRUPO LUCKY,"Guayaquil, Guayas",,,,Desarrollador de Software,"desarrollo web, desarrollo móvil, desarrollo de software","comunicación, atención al detalle, trabajo en equipo, resolución de problemas, aprendizaje continuo"
Desarrollador Web/Móvil,Logistics & Consulting Business Click S.A.,"Guayaquil, Guayas",,,tiempo completo,Desarrollador de Software,"javascript, git, restful apis, linux, desarrollo web, desarrollo móvil, programación, desarrollo de software","resolución de problemas, trabajo en equipo, aprendizaje continuo"
Desarrollador De Negocios De Energía (Bes),Sarp Veolia,"Guayaquil, Guayas",,,tiempo completo,Desarrollador de Software,desarrollo de software,"atención al detalle, trabajo en equipo, resolución de problemas, aprendizaje continuo"
Desarrollador De Negocios - Planta De Tratamiento,Interagua,"Guayaquil, Guayas",,,,Desarrollador de Software,"git, restful apis, machine learning, desarrollo web, desarrollo móvil, desarrollo de software","trabajo en equipo, comunicación, liderazgo, resolución de problemas, orientación a resultados, gestión del tiempo"
Desarrollador Senior O Arquitecto De Software,alicunde,"Guayaquil, Guayas",,,,Desarrollador de Software,"java, javascript, excel, restful apis, desarrollo web, desarrollo móvil, desarrollo de software","trabajo en equipo, liderazgo, resolución de problemas, adaptabilidad, orientación a resultados, aprendizaje continuo, atención al detalle, creatividad"
Desarrollador,Creative Works S.A,"Quito, Pichincha",,,tiempo completo,Desarrollador de Software,"javascript, desarrollo de software","atención al detalle, trabajo en equipo, resolución de problemas, aprendizaje continuo"
PHP Developer - Remote Work,BairesDev,"Anywhere, Guayas",,Remoto,tiempo completo,Desarrollador de Software,"javascript, php, sql, excel, microservicios, scrum, ci/cd, machine learning, desarrollo de software","trabajo en equipo, adaptabilidad, aprendizaje continuo, inglés avanzado"
Desarrollador Web,Karl Newman,Azuay,,,,Desarrollador de Software,"desarrollo web, desarrollo de software","creatividad, trabajo en equipo, resolución de problemas, aprendizaje continuo"
Desarrollador Big Data,SoftConsulting S.A.,"Quito, Pichincha",,,tiempo completo,Desarrollador de Software,"javascript, python, sql, bash, linux, desarrollo de software","trabajo en equipo, resolución de problemas, aprendizaje continuo"
Trabajo Desde Casa Desarrollador ETL Ref. 0339S,BairesDev,"Quito, Pichincha",,,tiempo completo,Desarrollador de Software,"python, sql, excel, redis, machine learning, desarrollo web, desarrollo móvil, desarrollo de software","trabajo en equipo, adaptabilidad, aprendizaje continuo, atención al detalle, proactividad, creatividad"
Desarrollador Backend Java Microservicios,Bayteq,"Quito, Pichincha",,,tiempo completo,Desarrollador de Software,"java, azure, kubernetes, docker, git, excel, microservicios, restful apis, scrum, devops, desarrollo web, desarrollo móvil, desarrollo de software","trabajo en equipo, comunicación, resolución de problemas, orientación a resultados, aprendizaje continuo, atención al detalle, creatividad"
Desarrollador Front End Angular,NTT DATA EMEAL,"Quito, Pichincha",,,tiempo completo,Desarrollador de Software,"java, javascript, html/css, ci/cd, machine learning, desarrollo web, desarrollo móvil, desarrollo de software","trabajo en equipo, comunicación, liderazgo, aprendizaje continuo, atención al detalle, creatividad"
Node Developer - Remote Work,BairesDev,"Anywhere, Guayas",,Remoto,tiempo completo,Desarrollador de Software,"javascript, sql, excel, microservicios, restful apis, scrum, ci/cd, machine learning, desarrollo de software","trabajo en equipo, adaptabilidad, aprendizaje continuo, inglés avanzado"
Desarrollador Comercial Jr Temporal-QUITO,ESTRATEGIAS Y MERCADO S.A. ESTRAMERCADO,"Pichincha, Manabí",,,tiempo completo,Desarrollador de Software,"excel, restful apis, desarrollo de software","trabajo en equipo, resolución de problemas, aprendizaje continuo"
Trabajo Desde Casa Desarrollador Node Juniormidlevel Ref. 0111S,BairesDev,"Quito, Pichincha",,,tiempo completo,Desarrollador de Software,"sql, microservicios, restful apis, machine learning, desarrollo web, desarrollo móvil, desarrollo de software","trabajo en equipo, adaptabilidad, aprendizaje continuo, atención al detalle, gestión del tiempo, creatividad"
Trabajo Desde Casa Desarrollador Senior .NET I D Ref. 0001S RD,BairesDev,"Santo Domingo de los Tsachilas, Santo Domingo de los Tsáchilas",,,tiempo completo,Desarrollador de Software,"java, javascript, c#, html/css, sql, restful apis, machine learning, desarrollo web, desarrollo móvil, desarrollo de software","trabajo en equipo, adaptabilidad, aprendizaje continuo, atención al detalle, creatividad"
Desarrollador De Software Medio Tiempo,CARRILLO JARA KARINA CECIBEL,"Quito, Pichincha",,,tiempo completo,Desarrollador de Software,"java, javascript, php, sql, desarrollo web, desarrollo móvil, desarrollo de software","trabajo en equipo, resolución de problemas, aprendizaje continuo"
"Para Quito Se Busca Desarrollador Móvil En Flutter, Y Angular",Business Insights,"Quito, Pichincha",,,,Desarrollador de Software,"java, javascript, html/css, git, excel, machine learning, desarrollo web, desarrollo móvil, desarrollo de software","trabajo en equipo, comunicación, atención al detalle, proactividad, creatividad"
"Flask/Django And React Developer - Fullstack Senior Engineer - Remote, Latin America",Bluelight,"Anywhere, Guayas",,Remoto,tiempo completo,Desarrollador de Software,"java, javascript, python, c++, sql, aws, docker, jenkins, git, excel, restful apis, ci/cd, redis, machine learning, desarrollo web, desarrollo de software","trabajo en equipo, adaptabilidad, aprendizaje continuo"
Pasante Desarrollador De Software Frontend,global finances,"Quito, Pichincha",,,tiempo completo,Desarrollador de Software,"java, javascript, python, sql, git, desarrollo web, desarrollo móvil, desarrollo de software","trabajo en equipo, resolución de problemas, aprendizaje continuo"
Senior Blockchain Developer Latam,BairesDev,"Santo Domingo de los Tsachilas, Santo Domingo de los Tsáchilas",,Remoto,tiempo completo,Desarrollador de Software,"java, javascript, c++, excel, restful apis, machine learning, desarrollo de software","trabajo en equipo, adaptabilidad, proactividad, inglés avanzado, mentoría"
Programador Full Stack Python +,Agrosoft Latam,"Guayaquil, Guayas",,,tiempo completo,Desarrollador de Software,"javascript, python, sql, restful apis, desarrollo de software","trabajo en equipo, creatividad, resolución de problemas, aprendizaje continuo"
Programador En React / React Native,pcgerente,"Guayaquil, Guayas",,,tiempo completo,Desarrollador de Software,"javascript, html/css, machine learning, desarrollo web, desarrollo móvil, programación, desarrollo de software","trabajo en equipo, comunicación, creatividad"
Ingeniero Python / Investigación Y Desarrollo,BairesDev,"Santo Domingo de los Tsachilas, Santo Domingo de los Tsáchilas",,,tiempo completo,Desarrollador de Software,"python, sql, excel, machine learning","trabajo en equipo, liderazgo, resolución de problemas, adaptabilidad, aprendizaje continuo, atención al detalle, creatividad, inglés avanzado"
Programador Senior,Andersen Ecuador,"Guayaquil, Guayas",,,tiempo completo,Desarrollador de Software,"java, javascript, python, php, c#, html/css, sql, desarrollo web, desarrollo móvil, programación, desarrollo de software","trabajo en equipo, comunicación, liderazgo, resolución de problemas, adaptabilidad, creatividad"
Programador Sap,reysac,"Guayaquil, Guayas",,,,Desarrollador de Software,"power bi, programación, desarrollo de software","proactividad, gestión del tiempo, trabajo en equipo, resolución de problemas, aprendizaje continuo"
Python Engineer - Remote Work,BairesDev,"Anywhere, Guayas",,Remoto,tiempo completo,Desarrollador de Software,"python, sql, excel, machine learning","trabajo en equipo, adaptabilidad, aprendizaje continuo, inglés avanzado"
Programador,FEDERACIÓN DEPORTIVA DEL GUAYAS,"Guayaquil, Guayas",,,,Desarrollador de Software,"php, c#, c++, html/css, sql, machine learning, desarrollo web, programación, desarrollo de software","trabajo en equipo, gestión del tiempo, resolución de problemas, aprendizaje continuo"
Programador De Sistemas,Corporación Aldía,"Guayaquil, Guayas",,,,Desarrollador de Software,"c#, html/css, sql, scrum, devops, machine learning, windows, desarrollo web, desarrollo móvil, programación, desarrollo de software","atención al detalle, trabajo en equipo, resolución de problemas, aprendizaje continuo"
Ingeniero De Software PL/SQL,Agrosoft Latam,"Guayaquil, Guayas",,,tiempo completo,Desarrollador de Software,"c++, sql","trabajo en equipo, atención al detalle, pensamiento crítico"
React Native Tech Lead,BairesDev,"Guayaquil, Guayas",,Remoto,,Desarrollador de Software,"java, javascript, c++, html/css, aws, excel, scrum, machine learning","trabajo en equipo, adaptabilidad, inglés avanzado, mentoría"
Java Analyst - Remote Work,BairesDev,"Anywhere, Guayas",,Remoto,,Desarrollador de Software,"java, excel, machine learning","trabajo en equipo, adaptabilidad, aprendizaje continuo, proactividad, inglés avanzado"
ESPECIALISTA UX/UI GUAYAQUIL,XTRIM,"Guayaquil, Guayas",,,tiempo completo,Desarrollador de Software,"git, jira, scrum","trabajo en equipo, comunicación, liderazgo, atención al detalle"
Pasante De Programación,Bold Consulting Group,"Guayaquil, Guayas",,Presencial,tiempo completo,Desarrollador de Software,"java, javascript, python, restful apis, machine learning","resolución de problemas, creatividad"
Especialista En Aplicaciones Web,Urvaseo,"Guayaquil, Guayas",,,,Desarrollador de Software,sql,"resolución de problemas, gestión del tiempo"
Consultor O Consultora De Implementación Software,E-volution Software de Talento Humano y Nómina,"Guayaquil, Guayas",,,tiempo completo,Desarrollador de Software,c#,"trabajo en equipo, comunicación, liderazgo, resolución de problemas, orientación a resultados, aprendizaje continuo, atención al detalle"
Devops Engineer,Jelou AI,"Guayaquil, Guayas",,,tiempo completo,Desarrollador de Software,"kubernetes, docker, jenkins, git, ci/cd, devops","trabajo en equipo, comunicación, resolución de problemas, atención al detalle, gestión del tiempo, pensamiento crítico"
Talent Support Specialist - Remote Work,BairesDev,"Anywhere, Guayas",,Remoto,tiempo completo,Desarrollador de Software,"c++, excel, machine learning","trabajo en equipo, adaptabilidad, aprendizaje continuo, inglés avanzado"
Palantir Foundry Engineer - Remote Work REF#284290,BairesDev,"Anywhere, Guayas",,Remoto,tiempo completo,Desarrollador de Software,"excel, machine learning","trabajo en equipo, adaptabilidad, inglés avanzado"
Gerente De Comunicación Externa - Trabajo Remoto,BairesDev,"Anywhere, Guayas",,,tiempo completo,Desarrollador de Software,"git, excel, machine learning","trabajo en equipo, comunicación, liderazgo, adaptabilidad, orientación a resultados, atención al detalle, creatividad, inglés avanzado"
Instructor,MEDIC DY S.AS.,"Guayaquil, Guayas",,,tiempo completo,Desarrollador de Software,No especificado,"trabajo en equipo, aprendizaje continuo"
Cazatalentos Ejecutivo - Trabajo Remoto,BairesDev,"Anywhere, Guayas",,,tiempo completo,Desarrollador de Software,"excel, restful apis, machine learning","trabajo en equipo, liderazgo, adaptabilidad, orientación a resultados, atención al detalle, proactividad, gestión del tiempo, creatividad, inglés avanzado, mentoría"
Talent Acquisition Manager - Remote Work REF#284375,BairesDev,"Anywhere, Guayas",,Remoto,tiempo completo,Desarrollador de Software,"excel, machine learning","trabajo en equipo, adaptabilidad, inglés avanzado"
TECNICO DE FACILIDADES,DP World,"Guayaquil, Guayas",,,tiempo completo,Desarrollador de Software,"docker, restful apis","trabajo en equipo, liderazgo, adaptabilidad, gestión del tiempo, creatividad, inglés avanzado"
Ingeniero De Soporte N1 Junior,Hitss Ecuador,"Guayaquil, Guayas",,,,Desarrollador de Software,"sql, linux",No especificado
